order_id,order_value,risk_score,return_probability,risk_tier,expected_return_exposure,priority,recommended_action,risk_reasons
O03452,3438.94,30.3,0.3030351316925992,MEDIUM,83.37,P4,NORMAL_PROCESSING,No major risk signal detected
O02518,2684.65,66.87,0.6686789611958268,VERY_HIGH,143.61,P2,REVIEW,High predicted return probability
O19122,13495.93,11.51,0.1151395935158246,LOW,124.31,P4,NORMAL_PROCESSING,No major risk signal detected
O00871,553.7,46.77,0.4677205463125115,HIGH,20.72,P3,MONITOR,Elevated predicted return probability
O18417,5776.78,9.68,0.0968051405736011,LOW,44.74,P4,NORMAL_PROCESSING,No major risk signal detected
O04679,4258.92,53.79,0.5379491061805685,HIGH,183.29,P3,MONITOR,Elevated predicted return probability
O16630,1428.62,53.02,0.5301818071063022,HIGH,60.59,P3,MONITOR,Elevated predicted return probability
O08074,6919.01,33.66,0.33663018693901,MEDIUM,186.33,P4,NORMAL_PROCESSING,No major risk signal detected
O03702,3589.64,51.18,0.5117941781343753,HIGH,146.97,P3,MONITOR,Elevated predicted return probability
O14709,3908.23,6.83,0.0683400770830976,LOW,21.37,P4,NORMAL_PROCESSING,No major risk signal detected
O09876,1705.27,17.0,0.1700002614426764,LOW,23.19,P4,NORMAL_PROCESSING,No major risk signal detected
O08386,56956.99,5.43,0.0543209221307509,LOW,247.52,P4,NORMAL_PROCESSING,High-value order
O05361,3386.59,39.65,0.3965036571496659,MEDIUM,107.42,P4,NORMAL_PROCESSING,No major risk signal detected
O07576,26285.77,24.82,0.2481686312918389,MEDIUM,521.86,P4,NORMAL_PROCESSING,Above-average order value
O04027,54020.51,21.22,0.2122405283006621,MEDIUM,917.23,P4,NORMAL_PROCESSING,High-value order
O02693,3470.92,17.18,0.1718302134954945,LOW,47.71,P4,NORMAL_PROCESSING,No major risk signal detected
O01716,5969.84,32.62,0.3262167634454173,MEDIUM,155.8,P4,NORMAL_PROCESSING,No major risk signal detected
O06577,2693.42,46.43,0.4643498830311182,HIGH,100.06,P3,MONITOR,Elevated predicted return probability
O06749,3851.16,9.78,0.0978260181572987,LOW,30.14,P4,NORMAL_PROCESSING,No major risk signal detected
O14669,9423.64,31.54,0.3153961971366523,MEDIUM,237.77,P4,NORMAL_PROCESSING,No major risk signal detected
O11976,29071.25,6.18,0.0617871641105131,LOW,143.7,P4,NORMAL_PROCESSING,Above-average order value
O12613,6395.29,26.05,0.260540840192578,MEDIUM,133.3,P4,NORMAL_PROCESSING,No major risk signal detected
O02108,8943.15,9.91,0.0990961403126745,LOW,70.9,P4,NORMAL_PROCESSING,No major risk signal detected
O00619,7169.98,16.41,0.1640857212382121,LOW,94.12,P4,NORMAL_PROCESSING,No major risk signal detected
O11983,63484.32,11.49,0.114920457807155,LOW,583.65,P4,NORMAL_PROCESSING,High-value order
O18319,40203.3,10.03,0.1003209397713011,LOW,322.66,P4,NORMAL_PROCESSING,Above-average order value
O18560,9548.54,40.56,0.4055778269375772,HIGH,309.81,P3,MONITOR,Elevated predicted return probability
O08729,17232.85,10.16,0.1016122337367393,LOW,140.09,P4,NORMAL_PROCESSING,No major risk signal detected
O12974,13004.76,28.2,0.2819837580802283,MEDIUM,293.37,P4,NORMAL_PROCESSING,No major risk signal detected
O18316,4263.57,7.19,0.0719074656793412,LOW,24.53,P4,NORMAL_PROCESSING,No major risk signal detected
O16763,11469.35,55.08,0.550828533208116,HIGH,505.41,P3,MONITOR,Elevated predicted return probability
O12843,3043.9,5.1,0.0510156864432458,LOW,12.42,P4,NORMAL_PROCESSING,No major risk signal detected
O02061,5383.67,41.92,0.4191903885796875,HIGH,180.54,P3,MONITOR,Elevated predicted return probability
O12008,25210.59,9.27,0.0927279954953585,LOW,187.02,P4,NORMAL_PROCESSING,Above-average order value
O14961,57589.7,10.95,0.1095413012164228,LOW,504.68,P4,NORMAL_PROCESSING,High-value order
O08073,4625.57,54.11,0.5411456752962684,HIGH,200.25,P3,MONITOR,Elevated predicted return probability
O11163,31579.57,2.08,0.0207969160947699,LOW,52.54,P4,NORMAL_PROCESSING,Above-average order value
O18718,11033.03,26.54,0.2653732396360806,MEDIUM,234.23,P4,NORMAL_PROCESSING,No major risk signal detected
O02538,25210.59,15.64,0.1564431152829821,LOW,315.52,P4,NORMAL_PROCESSING,Above-average order value
O05768,4649.96,36.31,0.3630992800034709,MEDIUM,135.07,P4,NORMAL_PROCESSING,No major risk signal detected
O12956,778.93,61.54,0.615365131214875,VERY_HIGH,38.35,P2,REVIEW,High predicted return probability
O12756,4885.3,36.37,0.3636738003929562,MEDIUM,142.13,P4,NORMAL_PROCESSING,No major risk signal detected
O02359,7366.41,46.8,0.4679861190036815,HIGH,275.79,P3,MONITOR,Elevated predicted return probability
O06815,59568.26,23.58,0.2358075692321055,MEDIUM,1123.73,P4,NORMAL_PROCESSING,High estimated financial exposure | High-value order
O13347,3478.74,12.95,0.1295282072197414,LOW,36.05,P4,NORMAL_PROCESSING,No major risk signal detected
O16012,3766.42,40.38,0.4038246346954752,HIGH,121.68,P3,MONITOR,Elevated predicted return probability
O07551,2956.18,68.72,0.6872038431098448,VERY_HIGH,162.52,P2,REVIEW,High predicted return probability
O06424,2366.16,16.87,0.1687446176859334,LOW,31.94,P4,NORMAL_PROCESSING,No major risk signal detected
O07279,9064.8,45.36,0.453613707361817,HIGH,328.95,P3,MONITOR,Elevated predicted return probability
O04734,66885.88,23.35,0.2335185009082283,MEDIUM,1249.53,P4,NORMAL_PROCESSING,High estimated financial exposure | High-value order
O12408,6795.5,38.41,0.3840646590446767,MEDIUM,208.79,P4,NORMAL_PROCESSING,No major risk signal detected
O14788,876.34,19.03,0.1903384893909556,LOW,13.34,P4,NORMAL_PROCESSING,No major risk signal detected
O15494,2899.53,11.51,0.115072546975955,LOW,26.69,P4,NORMAL_PROCESSING,No major risk signal detected
O10938,3982.05,51.18,0.5118214243894272,HIGH,163.05,P3,MONITOR,Elevated predicted return probability
O02979,2762.99,26.14,0.2614086930614076,MEDIUM,57.78,P4,NORMAL_PROCESSING,No major risk signal detected
O16106,12981.0,7.52,0.0751842440346589,LOW,78.08,P4,NORMAL_PROCESSING,No major risk signal detected
O17710,5177.19,12.37,0.1237381182816433,LOW,51.25,P4,NORMAL_PROCESSING,No major risk signal detected
O17126,1329.84,12.13,0.1213414075193565,LOW,12.91,P4,NORMAL_PROCESSING,No major risk signal detected
O01198,80640.9,29.72,0.2972029286635945,MEDIUM,1917.34,P4,NORMAL_PROCESSING,High estimated financial exposure | High-value order
O05234,3557.24,33.23,0.3322681356133047,MEDIUM,94.56,P4,NORMAL_PROCESSING,No major risk signal detected
O04785,469.44,27.73,0.2773388639067787,MEDIUM,10.42,P4,NORMAL_PROCESSING,No major risk signal detected
O04765,5452.4,30.36,0.30364436607215,MEDIUM,132.45,P4,NORMAL_PROCESSING,No major risk signal detected
O19641,2354.02,30.93,0.3092503896655194,MEDIUM,58.24,P4,NORMAL_PROCESSING,No major risk signal detected
O04372,18989.99,38.36,0.3836443219371706,MEDIUM,582.83,P4,NORMAL_PROCESSING,No major risk signal detected
O17439,14835.43,10.3,0.1029758417135355,LOW,122.22,P4,NORMAL_PROCESSING,No major risk signal detected
O09955,3969.67,40.38,0.4038350036121493,HIGH,128.25,P3,MONITOR,Elevated predicted return probability
O00882,6398.47,44.93,0.4493039400340793,HIGH,229.99,P3,MONITOR,Elevated predicted return probability
O16885,18667.97,6.76,0.0676120152194563,LOW,100.97,P4,NORMAL_PROCESSING,No major risk signal detected
O11043,5824.72,55.88,0.5588252654965188,HIGH,260.4,P3,MONITOR,Elevated predicted return probability
O03671,16989.11,42.83,0.4283043503701653,HIGH,582.12,P3,MONITOR,Elevated predicted return probability
O14820,5570.45,52.81,0.5280704576316293,HIGH,235.33,P3,MONITOR,Elevated predicted return probability
O02191,4832.65,37.92,0.3792002003629389,MEDIUM,146.6,P4,NORMAL_PROCESSING,No major risk signal detected
O05517,73810.89,6.77,0.0677270711665033,LOW,399.92,P4,NORMAL_PROCESSING,High-value order
O18233,5254.66,49.8,0.4980150955003368,HIGH,209.35,P3,MONITOR,Elevated predicted return probability
O16861,731.86,3.14,0.0313544809489847,LOW,1.84,P4,NORMAL_PROCESSING,No major risk signal detected
O05752,16989.11,3.18,0.0318445155443604,LOW,43.28,P4,NORMAL_PROCESSING,No major risk signal detected
O10055,68834.94,23.4,0.2339692936166267,MEDIUM,1288.42,P4,NORMAL_PROCESSING,High estimated financial exposure | High-value order
O16608,7426.31,64.2,0.6420452297344014,VERY_HIGH,381.44,P2,REVIEW,High predicted return probability
O03529,2841.43,67.41,0.674136561605868,VERY_HIGH,153.24,P2,REVIEW,High predicted return probability
O16860,18667.97,4.81,0.0481190985907618,LOW,71.86,P4,NORMAL_PROCESSING,No major risk signal detected
O08769,20549.74,1.24,0.0124322845602762,LOW,20.44,P4,NORMAL_PROCESSING,No major risk signal detected
O08102,5299.9,27.49,0.2748832584203729,MEDIUM,116.55,P4,NORMAL_PROCESSING,No major risk signal detected
O03733,2142.93,35.73,0.3572597034049733,MEDIUM,61.25,P4,NORMAL_PROCESSING,No major risk signal detected
O08238,1653.54,30.29,0.3028583458659734,MEDIUM,40.06,P4,NORMAL_PROCESSING,No major risk signal detected
O15483,5013.56,13.35,0.1334552240804001,LOW,53.53,P4,NORMAL_PROCESSING,No major risk signal detected
O17711,85096.98,26.48,0.2648071526804695,MEDIUM,1802.74,P4,NORMAL_PROCESSING,High estimated financial exposure | High-value order
O09913,564.66,38.27,0.3826821588525445,MEDIUM,17.29,P4,NORMAL_PROCESSING,No major risk signal detected
O15530,3951.02,55.18,0.5518112615301091,HIGH,174.42,P3,MONITOR,Elevated predicted return probability
O15061,4515.46,44.13,0.4412606728917367,HIGH,159.4,P3,MONITOR,Elevated predicted return probability
O12481,2807.16,17.68,0.1768204073395219,LOW,39.71,P4,NORMAL_PROCESSING,No major risk signal detected
O05799,5189.74,19.26,0.1926472195989414,LOW,79.98,P4,NORMAL_PROCESSING,No major risk signal detected
O15475,1109.32,37.31,0.3730920793327404,MEDIUM,33.11,P4,NORMAL_PROCESSING,No major risk signal detected
O16690,729.56,10.51,0.1051336380904603,LOW,6.14,P4,NORMAL_PROCESSING,No major risk signal detected
O15942,7205.25,50.36,0.5036282855480019,HIGH,290.3,P3,MONITOR,Elevated predicted return probability
O14272,6805.17,24.58,0.2457599469117729,MEDIUM,133.8,P4,NORMAL_PROCESSING,No major risk signal detected
O11068,5026.4,21.5,0.2149991456605995,MEDIUM,86.45,P4,NORMAL_PROCESSING,No major risk signal detected
O11728,5999.14,51.06,0.5106148308665391,HIGH,245.06,P3,MONITOR,Elevated predicted return probability
O05594,11083.08,15.25,0.1524949867286339,LOW,135.21,P4,NORMAL_PROCESSING,No major risk signal detected
O16667,4272.11,15.3,0.1529754984483481,LOW,52.28,P4,NORMAL_PROCESSING,No major risk signal detected
O11282,1381.5,32.34,0.3234440893919866,MEDIUM,35.75,P4,NORMAL_PROCESSING,No major risk signal detected
O05366,3346.07,42.68,0.426754476778745,HIGH,114.24,P3,MONITOR,Elevated predicted return probability
O11283,4271.5,42.73,0.4272889324807626,HIGH,146.01,P3,MONITOR,Elevated predicted return probability
O02722,48381.4,10.44,0.1043504328919885,LOW,403.89,P4,NORMAL_PROCESSING,Above-average order value
O19300,10431.14,24.52,0.2452130002616086,MEDIUM,204.63,P4,NORMAL_PROCESSING,No major risk signal detected
O00929,1438.44,21.23,0.2122718112464544,MEDIUM,24.43,P4,NORMAL_PROCESSING,No major risk signal detected
O09696,5731.56,73.0,0.7300272429086055,VERY_HIGH,334.74,P2,REVIEW,High predicted return probability
O02056,12618.91,18.7,0.1870457699243299,LOW,188.83,P4,NORMAL_PROCESSING,No major risk signal detected
O15211,6721.1,32.02,0.3202215628924441,MEDIUM,172.18,P4,NORMAL_PROCESSING,No major risk signal detected
O02023,23108.22,17.55,0.1754675959008326,LOW,324.38,P4,NORMAL_PROCESSING,No major risk signal detected
O15762,11123.35,5.74,0.0573943695690451,LOW,51.07,P4,NORMAL_PROCESSING,No major risk signal detected
O08434,7195.48,69.95,0.6995160698029654,VERY_HIGH,402.67,P2,REVIEW,High predicted return probability
O15109,1825.78,25.65,0.256489561818176,MEDIUM,37.46,P4,NORMAL_PROCESSING,No major risk signal detected
O13307,2998.82,16.18,0.1617752038743005,LOW,38.81,P4,NORMAL_PROCESSING,No major risk signal detected
O18047,1921.74,6.19,0.0619215551472782,LOW,9.52,P4,NORMAL_PROCESSING,No major risk signal detected
O00039,4587.27,31.51,0.3151274312088627,MEDIUM,115.65,P4,NORMAL_PROCESSING,No major risk signal detected
O05884,7351.68,51.59,0.5159135243745682,HIGH,303.43,P3,MONITOR,Elevated predicted return probability
O02135,1509.53,29.32,0.2931526514458263,MEDIUM,35.4,P4,NORMAL_PROCESSING,No major risk signal detected
O00110,44867.35,7.27,0.0727484710599992,LOW,261.12,P4,NORMAL_PROCESSING,Above-average order value
O08083,1207.58,24.81,0.2480574934376944,MEDIUM,23.96,P4,NORMAL_PROCESSING,No major risk signal detected
O14777,6092.65,29.56,0.2955936183811922,MEDIUM,144.08,P4,NORMAL_PROCESSING,No major risk signal detected
O00079,8160.14,53.09,0.5309063931900981,HIGH,346.58,P3,MONITOR,Elevated predicted return probability
O15111,4121.72,22.55,0.2254649234064659,MEDIUM,74.34,P4,NORMAL_PROCESSING,No major risk signal detected
O01191,15322.97,26.21,0.2621383264315477,MEDIUM,321.34,P4,NORMAL_PROCESSING,No major risk signal detected
O04994,3380.23,14.89,0.1488601325712526,LOW,40.25,P4,NORMAL_PROCESSING,No major risk signal detected
O03391,4439.84,37.42,0.3741997163099952,MEDIUM,132.91,P4,NORMAL_PROCESSING,No major risk signal detected
O18632,1582.17,5.9,0.0590172784303767,LOW,7.47,P4,NORMAL_PROCESSING,No major risk signal detected
O18548,4658.84,16.89,0.1688631277797747,LOW,62.94,P4,NORMAL_PROCESSING,No major risk signal detected
O17836,6432.72,40.13,0.4013091713171658,HIGH,206.52,P3,MONITOR,Elevated predicted return probability
O09180,54321.26,5.22,0.0522117768228789,LOW,226.9,P4,NORMAL_PROCESSING,High-value order
O17618,2841.43,56.13,0.5613225801901266,HIGH,127.6,P3,MONITOR,Elevated predicted return probability
O09320,4806.04,18.01,0.1801022893791141,LOW,69.25,P4,NORMAL_PROCESSING,No major risk signal detected
O05326,82522.17,4.04,0.040377679796355,LOW,266.56,P4,NORMAL_PROCESSING,High-value order
O13297,19340.93,5.29,0.0528800189677393,LOW,81.82,P4,NORMAL_PROCESSING,No major risk signal detected
O09939,16989.11,5.56,0.0555662585337075,LOW,75.52,P4,NORMAL_PROCESSING,No major risk signal detected
O15523,7947.23,6.67,0.0666840409905787,LOW,42.4,P4,NORMAL_PROCESSING,No major risk signal detected
O06182,9452.91,61.95,0.6194500722513976,VERY_HIGH,468.45,P2,REVIEW,High predicted return probability
O09657,4806.04,29.19,0.2918846963181365,MEDIUM,112.22,P4,NORMAL_PROCESSING,No major risk signal detected
O18747,3368.4,4.19,0.0418659463499698,LOW,11.28,P4,NORMAL_PROCESSING,No major risk signal detected
O16410,14887.06,37.04,0.3704135834831401,MEDIUM,441.15,P4,NORMAL_PROCESSING,No major risk signal detected
O18658,6472.18,63.28,0.632779784587817,VERY_HIGH,327.64,P2,REVIEW,High predicted return probability
O13106,2591.12,53.29,0.5328568068198622,HIGH,110.46,P3,MONITOR,Elevated predicted return probability
O18176,8337.76,39.47,0.3946763221514084,MEDIUM,263.26,P4,NORMAL_PROCESSING,No major risk signal detected
O10037,7170.23,13.42,0.1342446540661741,LOW,77.01,P4,NORMAL_PROCESSING,No major risk signal detected
O00457,292.52,47.01,0.4701484357193766,HIGH,11.0,P3,MONITOR,Elevated predicted return probability
O11505,546.57,29.14,0.291414370936653,MEDIUM,12.74,P4,NORMAL_PROCESSING,No major risk signal detected
O06800,11001.85,43.7,0.4369866261080833,HIGH,384.61,P3,MONITOR,Elevated predicted return probability
O03007,47775.63,19.46,0.194557353937443,LOW,743.61,P4,NORMAL_PROCESSING,Above-average order value
O05448,9461.51,35.18,0.3518208231124514,MEDIUM,266.3,P4,NORMAL_PROCESSING,No major risk signal detected
O16988,5288.11,49.61,0.4961352540884557,HIGH,209.89,P3,MONITOR,Elevated predicted return probability
O12957,5596.14,39.73,0.397336114589774,MEDIUM,177.88,P4,NORMAL_PROCESSING,No major risk signal detected
O15744,2962.52,60.58,0.6058207106236643,VERY_HIGH,143.58,P2,REVIEW,High predicted return probability
O11322,14192.26,20.28,0.2028164894081514,MEDIUM,230.27,P4,NORMAL_PROCESSING,No major risk signal detected
O15733,1509.53,54.47,0.5446614424627091,HIGH,65.77,P3,MONITOR,Elevated predicted return probability
O01689,5135.14,59.61,0.5960587813192009,HIGH,244.87,P3,MONITOR,Elevated predicted return probability
O19047,7687.12,9.49,0.0948678885704484,LOW,58.34,P4,NORMAL_PROCESSING,No major risk signal detected
O11297,2481.98,10.74,0.1073581630706399,LOW,21.32,P4,NORMAL_PROCESSING,No major risk signal detected
O18119,5707.37,37.26,0.372590269211469,MEDIUM,170.12,P4,NORMAL_PROCESSING,No major risk signal detected
O03788,1766.84,5.47,0.0546617254700504,LOW,7.73,P4,NORMAL_PROCESSING,No major risk signal detected
O09721,13846.21,66.28,0.6628476006200762,VERY_HIGH,734.23,P2,REVIEW,High predicted return probability
O09125,11233.58,42.28,0.4228006125512077,HIGH,379.97,P3,MONITOR,Elevated predicted return probability
O19273,13730.69,12.87,0.1286856724391291,LOW,141.36,P4,NORMAL_PROCESSING,No major risk signal detected
O06079,3477.62,2.3,0.0230124536538535,LOW,6.4,P4,NORMAL_PROCESSING,No major risk signal detected
O12579,7050.95,38.98,0.389845247061528,MEDIUM,219.9,P4,NORMAL_PROCESSING,No major risk signal detected
O17966,6552.19,28.25,0.2825253577659599,MEDIUM,148.09,P4,NORMAL_PROCESSING,No major risk signal detected
O04345,27632.12,4.23,0.0422672109470209,LOW,93.43,P4,NORMAL_PROCESSING,Above-average order value
O12337,18077.15,9.4,0.0940466579755718,LOW,136.01,P4,NORMAL_PROCESSING,No major risk signal detected
O17422,2609.06,15.81,0.1581346731261812,LOW,33.01,P4,NORMAL_PROCESSING,No major risk signal detected
O12718,6919.01,24.44,0.2443747265079607,MEDIUM,135.27,P4,NORMAL_PROCESSING,No major risk signal detected
O17346,5775.81,44.35,0.4434721446066382,HIGH,204.91,P3,MONITOR,Elevated predicted return probability
O00740,54180.4,13.72,0.1371581498612178,LOW,594.5,P4,NORMAL_PROCESSING,High-value order
O05541,18776.92,26.58,0.2657784311536062,MEDIUM,399.24,P4,NORMAL_PROCESSING,No major risk signal detected
O05084,70963.07,9.81,0.0981318913051001,LOW,557.1,P4,NORMAL_PROCESSING,High-value order
O03952,6139.11,23.14,0.2313567377888882,MEDIUM,113.63,P4,NORMAL_PROCESSING,No major risk signal detected
O05323,65827.92,9.91,0.0991191782028702,LOW,521.98,P4,NORMAL_PROCESSING,High-value order
O09814,12214.81,33.59,0.3358720641813327,MEDIUM,328.21,P4,NORMAL_PROCESSING,No major risk signal detected
O16352,10118.48,7.47,0.0746802648165206,LOW,60.45,P4,NORMAL_PROCESSING,No major risk signal detected
O19031,3766.42,58.75,0.5875151033157313,HIGH,177.03,P3,MONITOR,Elevated predicted return probability
O16146,616.12,7.56,0.0756035543585311,LOW,3.73,P4,NORMAL_PROCESSING,No major risk signal detected
O03793,4492.22,35.96,0.3596173906000426,MEDIUM,129.24,P4,NORMAL_PROCESSING,No major risk signal detected
O11870,3851.16,14.54,0.1454057964595884,LOW,44.8,P4,NORMAL_PROCESSING,No major risk signal detected
O14372,4891.16,27.01,0.2701346354346497,MEDIUM,105.7,P4,NORMAL_PROCESSING,No major risk signal detected
O02883,3020.23,5.61,0.0561263084243127,LOW,13.56,P4,NORMAL_PROCESSING,No major risk signal detected
O11811,66429.8,2.8,0.0280438171858842,LOW,149.04,P4,NORMAL_PROCESSING,High-value order
O06064,78066.1,14.0,0.1400015222156031,LOW,874.35,P4,NORMAL_PROCESSING,High-value order
O02402,7590.31,74.21,0.7421401857407814,VERY_HIGH,450.65,P2,REVIEW,High predicted return probability
O00332,6427.1,43.03,0.4303034637853002,HIGH,221.25,P3,MONITOR,Elevated predicted return probability
O02805,1191.7,33.99,0.3399227102876357,MEDIUM,32.41,P4,NORMAL_PROCESSING,No major risk signal detected
O18643,5662.99,35.46,0.3545503521311338,MEDIUM,160.63,P4,NORMAL_PROCESSING,No major risk signal detected
O08376,11123.35,31.06,0.3105753593651814,MEDIUM,276.37,P4,NORMAL_PROCESSING,No major risk signal detected
O03028,1793.36,71.48,0.7148472127698908,VERY_HIGH,102.56,P2,REVIEW,High predicted return probability
O00288,7434.27,23.9,0.2390013836996405,MEDIUM,142.14,P4,NORMAL_PROCESSING,No major risk signal detected
O11503,36824.76,7.52,0.0752181761973339,LOW,221.59,P4,NORMAL_PROCESSING,Above-average order value
O15430,15105.71,19.71,0.1970673116064685,LOW,238.15,P4,NORMAL_PROCESSING,No major risk signal detected
O15071,20384.8,23.56,0.2356324996493135,MEDIUM,384.27,P4,NORMAL_PROCESSING,No major risk signal detected
O01448,3271.53,21.06,0.2106063927501102,MEDIUM,55.12,P4,NORMAL_PROCESSING,No major risk signal detected
O00060,36824.76,4.97,0.0497093846051494,LOW,146.44,P4,NORMAL_PROCESSING,Above-average order value
O17269,1874.26,27.43,0.2743398579771652,MEDIUM,41.13,P4,NORMAL_PROCESSING,No major risk signal detected
O04538,633.28,61.7,0.6170021914332988,VERY_HIGH,31.26,P2,REVIEW,High predicted return probability
O07536,553.09,32.04,0.3203829467395592,MEDIUM,14.18,P4,NORMAL_PROCESSING,No major risk signal detected
O09028,1885.21,2.52,0.0252088299445077,LOW,3.8,P4,NORMAL_PROCESSING,No major risk signal detected
O17755,80640.9,5.8,0.0579888659011571,LOW,374.1,P4,NORMAL_PROCESSING,High-value order
O12978,52483.47,6.95,0.0695103594712119,LOW,291.85,P4,NORMAL_PROCESSING,High-value order
O03829,9137.05,55.21,0.5520878349779841,HIGH,403.56,P3,MONITOR,Elevated predicted return probability
O18822,43850.24,11.22,0.1122317117727602,LOW,393.71,P4,NORMAL_PROCESSING,Above-average order value
O08958,4139.39,43.93,0.4392575531905673,HIGH,145.46,P3,MONITOR,Elevated predicted return probability
O12584,7141.17,29.04,0.2903810102822569,MEDIUM,165.89,P4,NORMAL_PROCESSING,No major risk signal detected
O01090,9334.39,45.2,0.4519806408995985,HIGH,337.52,P3,MONITOR,Elevated predicted return probability
O07557,9509.1,51.26,0.5125584354028,HIGH,389.92,P3,MONITOR,Elevated predicted return probability
O13773,2423.36,38.55,0.3854539774459293,MEDIUM,74.73,P4,NORMAL_PROCESSING,No major risk signal detected
O00420,1632.46,21.98,0.2198291801265645,MEDIUM,28.71,P4,NORMAL_PROCESSING,No major risk signal detected
O09215,26285.77,8.84,0.0884461130992798,LOW,185.99,P4,NORMAL_PROCESSING,Above-average order value
O02041,4871.83,64.13,0.6412534112860638,VERY_HIGH,249.93,P2,REVIEW,High predicted return probability
O11558,3237.57,27.62,0.2762347619555804,MEDIUM,71.55,P4,NORMAL_PROCESSING,No major risk signal detected
O10694,5194.01,49.91,0.4990991273382094,HIGH,207.39,P3,MONITOR,Elevated predicted return probability
O07538,61355.48,19.17,0.1917054931828545,LOW,940.97,P4,NORMAL_PROCESSING,High-value order
O11840,926.88,56.48,0.5647710721266566,HIGH,41.88,P3,MONITOR,Elevated predicted return probability
O06775,12424.02,64.68,0.6468242329229397,VERY_HIGH,642.89,P2,REVIEW,High predicted return probability
O14572,8498.78,18.75,0.1875082477206557,LOW,127.49,P4,NORMAL_PROCESSING,No major risk signal detected
O06729,67525.64,26.39,0.2639459897852049,MEDIUM,1425.85,P4,NORMAL_PROCESSING,High estimated financial exposure | High-value order
O06816,9127.24,38.57,0.3856915699371503,MEDIUM,281.62,P4,NORMAL_PROCESSING,No major risk signal detected
O15088,6534.07,46.66,0.4666432994100359,HIGH,243.93,P3,MONITOR,Elevated predicted return probability
O08974,5548.6,73.44,0.7344118502957542,VERY_HIGH,326.0,P2,REVIEW,High predicted return probability
O14649,25210.59,7.16,0.0716012917881113,LOW,144.41,P4,NORMAL_PROCESSING,Above-average order value
O14763,5552.65,10.44,0.1044328109853336,LOW,46.39,P4,NORMAL_PROCESSING,No major risk signal detected
O13336,11860.63,24.4,0.2440267423345875,MEDIUM,231.54,P4,NORMAL_PROCESSING,No major risk signal detected
O07596,938.87,68.46,0.6845748807067155,VERY_HIGH,51.42,P2,REVIEW,High predicted return probability
O17204,25210.59,33.5,0.3349608048464231,MEDIUM,675.56,P4,NORMAL_PROCESSING,Above-average order value
O04481,2591.12,42.06,0.4206419531381687,HIGH,87.19,P3,MONITOR,Elevated predicted return probability
O17067,48610.43,17.86,0.1786017894296067,LOW,694.55,P4,NORMAL_PROCESSING,Above-average order value
O03061,7168.63,19.44,0.1943542891950572,LOW,111.46,P4,NORMAL_PROCESSING,No major risk signal detected
O01612,6667.6,15.35,0.1535210693511087,LOW,81.89,P4,NORMAL_PROCESSING,No major risk signal detected
O17203,2726.28,42.35,0.423478367807452,HIGH,92.36,P3,MONITOR,Elevated predicted return probability
O11646,10352.78,29.05,0.2905259711584685,MEDIUM,240.62,P4,NORMAL_PROCESSING,No major risk signal detected
O07150,1310.32,24.47,0.2446760513653851,MEDIUM,25.65,P4,NORMAL_PROCESSING,No major risk signal detected
O04434,8175.26,58.91,0.5891484636094086,HIGH,385.32,P3,MONITOR,Elevated predicted return probability
O14911,7817.17,51.24,0.5124255124481557,HIGH,320.46,P3,MONITOR,Elevated predicted return probability
O04847,5177.19,11.73,0.1172543268913024,LOW,48.56,P4,NORMAL_PROCESSING,No major risk signal detected
O05342,4258.92,63.31,0.6331157511738645,VERY_HIGH,215.71,P2,REVIEW,High predicted return probability
O15607,20071.23,22.46,0.2246412112229669,MEDIUM,360.71,P4,NORMAL_PROCESSING,No major risk signal detected
O09735,1691.36,43.22,0.4322283337547019,HIGH,58.48,P3,MONITOR,Elevated predicted return probability
O19228,5186.71,15.71,0.1571224934305972,LOW,65.2,P4,NORMAL_PROCESSING,No major risk signal detected
O03387,1123.13,4.29,0.0429272037769863,LOW,3.86,P4,NORMAL_PROCESSING,No major risk signal detected
O11399,51432.2,15.27,0.1526923498195628,LOW,628.26,P4,NORMAL_PROCESSING,High-value order
O00644,6587.79,46.06,0.4606271219025067,HIGH,242.76,P3,MONITOR,Elevated predicted return probability
O06849,434.47,56.81,0.5681174569641557,HIGH,19.75,P3,MONITOR,Elevated predicted return probability
O10252,2980.25,42.47,0.4246873755420711,HIGH,101.25,P3,MONITOR,Elevated predicted return probability
O11610,55035.37,36.63,0.366301380150466,MEDIUM,1612.76,P4,NORMAL_PROCESSING,High estimated financial exposure | High-value order
O09132,5969.84,23.05,0.2304757168987188,MEDIUM,110.07,P4,NORMAL_PROCESSING,No major risk signal detected
O13228,10729.96,5.39,0.0538842655186765,LOW,46.25,P4,NORMAL_PROCESSING,No major risk signal detected
O01486,25996.75,13.37,0.1337204224004557,LOW,278.1,P4,NORMAL_PROCESSING,Above-average order value
O16773,94871.65,2.33,0.0232501778879022,LOW,176.46,P4,NORMAL_PROCESSING,High-value order
O11919,3990.82,36.49,0.3648518987001467,MEDIUM,116.48,P4,NORMAL_PROCESSING,No major risk signal detected
O15779,12725.8,60.22,0.6021538857710936,VERY_HIGH,613.03,P2,REVIEW,High predicted return probability
O10367,2210.39,23.64,0.2364234679676164,MEDIUM,41.81,P4,NORMAL_PROCESSING,No major risk signal detected
O01219,8402.58,69.38,0.6937978733782665,VERY_HIGH,466.38,P2,REVIEW,High predicted return probability
