order_id,order_value,return_probability,risk_score,risk_tier,expected_return_exposure,priority,recommended_action,risk_reasons,top_risk_drivers,risk_reducing_factors
O07125,34658.6,0.2823784705329378,28.24,MEDIUM,782.95,P4,NORMAL_PROCESSING,Above-average order value,5-order value change increased predicted risk | 5-order return-rate change increased predicted risk | Order value vs customer average increased predicted risk | Account age increased predicted risk | Recent average order value increased predicted risk,Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Historical product return rate reduced predicted risk | Previous order count reduced predicted risk | Customer historical return rate reduced predicted risk
O06630,3917.37,0.0828370714221468,8.28,LOW,25.96,P4,NORMAL_PROCESSING,No major risk signal detected,5-order value change increased predicted risk | Previous order count increased predicted risk | Recent order-value change increased predicted risk | Historical average order value increased predicted risk | Previous Avg Discount increased predicted risk,Historical product return rate reduced predicted risk | Previous average order value reduced predicted risk | Recent average order value reduced predicted risk | Recent purchase frequency reduced predicted risk | Days since previous order reduced predicted risk
O16754,10331.54,0.3127276763407786,31.27,MEDIUM,258.48,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Order value increased predicted risk | Size Variant increased predicted risk | Order value vs customer average increased predicted risk | Product price increased predicted risk,Account age reduced predicted risk | Recent order-value change reduced predicted risk | Recent average order value reduced predicted risk | City tier reduced predicted risk | Recent average order value reduced predicted risk
O19091,6215.61,0.6543485450713445,65.43,VERY_HIGH,325.37,P2,REVIEW,High predicted return probability,Historical product return rate increased predicted risk | 5-order value change increased predicted risk | Previous order count increased predicted risk | Discount behaviour change increased predicted risk | Size Variant increased predicted risk,Account age reduced predicted risk | Recent average order value reduced predicted risk | 5-order return-rate change reduced predicted risk | City tier reduced predicted risk | Recent average order value reduced predicted risk
O05782,1861.69,0.3685136008852639,36.85,MEDIUM,54.88,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Order value increased predicted risk | Order value vs customer average increased predicted risk | Previous Avg Discount increased predicted risk | Discount percentage increased predicted risk,Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Product price reduced predicted risk | Discount behaviour change reduced predicted risk | Size Variant reduced predicted risk
O11486,7586.24,0.5708416485344037,57.08,HIGH,346.44,P3,MONITOR,Elevated predicted return probability,Recent order-value change increased predicted risk | Historical product return rate increased predicted risk | Account age increased predicted risk | Historical average order value increased predicted risk | Recent purchase frequency increased predicted risk,5-order value change reduced predicted risk | Previous Avg Discount reduced predicted risk | Size Variant reduced predicted risk | Discount behaviour change reduced predicted risk | Recent average order value reduced predicted risk
O11010,2365.62,0.4773131673162719,47.73,HIGH,90.33,P3,MONITOR,Elevated predicted return probability,5-order return-rate change increased predicted risk | Order value vs customer average increased predicted risk | Order value increased predicted risk | Recent average order value increased predicted risk | Previous average order value increased predicted risk,Historical product return rate reduced predicted risk | 5-order value change reduced predicted risk | Days since previous order reduced predicted risk | Recent order-value change reduced predicted risk | Account age reduced predicted risk
O05357,8426.09,0.2747757996427208,27.48,MEDIUM,185.22,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Size Variant increased predicted risk | Discount percentage increased predicted risk | Order value increased predicted risk | Product price increased predicted risk,Days since previous order reduced predicted risk | Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Previous Avg Discount reduced predicted risk | Account age reduced predicted risk
O01471,11267.6,0.3285087355234998,32.85,MEDIUM,296.12,P4,NORMAL_PROCESSING,No major risk signal detected,Previous order count increased predicted risk | Order value increased predicted risk | Recent purchase frequency increased predicted risk | Order value vs customer average increased predicted risk | Recent average order value increased predicted risk,Historical product return rate reduced predicted risk | Previous average order value reduced predicted risk | Recent vs previous return behaviour reduced predicted risk | Discount percentage reduced predicted risk | Orders Last 90 Days reduced predicted risk
O11157,11194.83,0.1006791471288566,10.07,LOW,90.17,P4,NORMAL_PROCESSING,No major risk signal detected,Recent average order value increased predicted risk | Previous order count increased predicted risk | Order value increased predicted risk | Recent average order value increased predicted risk | Product price increased predicted risk,Previous average order value reduced predicted risk | Recent order-value change reduced predicted risk | Historical product return rate reduced predicted risk | Discount behaviour change reduced predicted risk | Days since previous order reduced predicted risk
O13212,657.21,0.3283670235002107,32.84,MEDIUM,17.26,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Order value increased predicted risk | Previous order count increased predicted risk | Discount percentage increased predicted risk | Size Variant increased predicted risk,5-order return-rate change reduced predicted risk | Recent order-value change reduced predicted risk | Product price reduced predicted risk | Recent average order value reduced predicted risk | Historical average order value reduced predicted risk
O15273,2812.09,0.1639356254083817,16.39,LOW,36.88,P4,NORMAL_PROCESSING,No major risk signal detected,Previous order count increased predicted risk | Order value increased predicted risk | Previous Avg Discount increased predicted risk | Account age increased predicted risk | Recent average order value increased predicted risk,Recent order-value change reduced predicted risk | Historical product return rate reduced predicted risk | Previous average order value reduced predicted risk | Product price reduced predicted risk | Order value vs customer average reduced predicted risk
O16412,8478.74,0.6361024375386498,63.61,VERY_HIGH,431.47,P2,REVIEW,High predicted return probability,Historical product return rate increased predicted risk | Order value increased predicted risk | Days since previous order increased predicted risk | 5-order value change increased predicted risk | Historical average order value increased predicted risk,Account age reduced predicted risk | Previous order count reduced predicted risk | Discount behaviour change reduced predicted risk | Discount percentage reduced predicted risk | Orders Last 90 Days reduced predicted risk
O07395,5322.07,0.5719315693327637,57.19,HIGH,243.51,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Previous order count increased predicted risk | 5-order value change increased predicted risk | Order value vs customer average increased predicted risk | Account age increased predicted risk,Recent average order value reduced predicted risk | Discount percentage reduced predicted risk | Recent average order value reduced predicted risk | City tier reduced predicted risk | Orders Last 90 Days reduced predicted risk
O02848,3008.57,0.1763413824672094,17.63,LOW,42.44,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Category switching behaviour increased predicted risk | Returns Last 5 increased predicted risk | Recent purchase frequency increased predicted risk | Recent average order value increased predicted risk,5-order return-rate change reduced predicted risk | 5-order value change reduced predicted risk | Account age reduced predicted risk | Order value vs customer average reduced predicted risk | Previous order count reduced predicted risk
O08603,4993.95,0.4604312618821684,46.04,HIGH,183.95,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Order value vs customer average increased predicted risk | Discount percentage increased predicted risk | Returns Last 5 increased predicted risk | Product price increased predicted risk,Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Days since previous order reduced predicted risk | Discount behaviour change reduced predicted risk | Historical average order value reduced predicted risk
O12727,13495.93,0.1834848956362815,18.35,LOW,198.1,P4,NORMAL_PROCESSING,No major risk signal detected,Discount behaviour change increased predicted risk | 5-order value change increased predicted risk | Order value vs customer average increased predicted risk | Discount percentage increased predicted risk | Previous order count increased predicted risk,Historical product return rate reduced predicted risk | Recent average order value reduced predicted risk | Previous average order value reduced predicted risk | Account age reduced predicted risk | Order value reduced predicted risk
O13960,6453.21,0.2087780314638301,20.88,MEDIUM,107.78,P4,NORMAL_PROCESSING,No major risk signal detected,Order value vs customer average increased predicted risk | Product price increased predicted risk | Recent purchase frequency increased predicted risk | Previous average order value increased predicted risk | Days since previous order increased predicted risk,Historical product return rate reduced predicted risk | Recent vs previous return behaviour reduced predicted risk | Recent order-value change reduced predicted risk | Account age reduced predicted risk | Recent 5-order return rate reduced predicted risk
O04645,67569.55,0.0614728630434935,6.15,LOW,332.3,P4,NORMAL_PROCESSING,High-value order,Product price increased predicted risk | Recent average order value increased predicted risk | 5-order value change increased predicted risk | Recent purchase frequency increased predicted risk | Discount percentage increased predicted risk,Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | Order value vs customer average reduced predicted risk | Order value reduced predicted risk | Historical average order value reduced predicted risk
O09042,5041.62,0.107861984451336,10.79,LOW,43.5,P4,NORMAL_PROCESSING,No major risk signal detected,Product price increased predicted risk | Recent average order value increased predicted risk | Account age increased predicted risk | Category switching behaviour increased predicted risk | Order value vs customer average increased predicted risk,Previous average order value reduced predicted risk | Recent order-value change reduced predicted risk | Days since previous order reduced predicted risk | Historical product return rate reduced predicted risk | Recent 5-order return rate reduced predicted risk
O09024,1267.8,0.1923040235360244,19.23,LOW,19.5,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Order value increased predicted risk | Account age increased predicted risk | Discount behaviour change increased predicted risk | Historical average order value increased predicted risk,5-order return-rate change reduced predicted risk | Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Recent average order value reduced predicted risk | Product price reduced predicted risk
O03399,40257.34,0.057322676424608,5.73,LOW,184.61,P4,NORMAL_PROCESSING,Above-average order value,Previous order count increased predicted risk | Recent purchase frequency increased predicted risk | Recent average order value increased predicted risk | Days since previous order increased predicted risk | Recent average order value increased predicted risk,Historical product return rate reduced predicted risk | Account age reduced predicted risk | Order value vs customer average reduced predicted risk | Discount behaviour change reduced predicted risk | Discount percentage reduced predicted risk
O00640,4653.13,0.1612668520278538,16.13,LOW,60.03,P4,NORMAL_PROCESSING,No major risk signal detected,Order value vs customer average increased predicted risk | Discount percentage increased predicted risk | Days since previous order increased predicted risk | Account age increased predicted risk | Recent purchase frequency increased predicted risk,Recent order-value change reduced predicted risk | Historical product return rate reduced predicted risk | Previous average order value reduced predicted risk | Previous order count reduced predicted risk | Discount behaviour change reduced predicted risk
O06302,3443.72,0.2001734910639913,20.02,MEDIUM,55.15,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Days since previous order increased predicted risk | Historical average order value increased predicted risk | Recent purchase frequency increased predicted risk | Account age increased predicted risk,Recent order-value change reduced predicted risk | Product price reduced predicted risk | Discount percentage reduced predicted risk | 5-order value change reduced predicted risk | Order value reduced predicted risk
O04569,14301.45,0.1517880433379192,15.18,LOW,173.66,P4,NORMAL_PROCESSING,No major risk signal detected,5-order value change increased predicted risk | Previous average order value increased predicted risk | Recent average order value increased predicted risk | Previous Avg Discount increased predicted risk | Recent vs previous return behaviour increased predicted risk,Historical product return rate reduced predicted risk | Account age reduced predicted risk | Order value vs customer average reduced predicted risk | Recent order-value change reduced predicted risk | Days since previous order reduced predicted risk
O08110,2609.58,0.3506069892569274,35.06,MEDIUM,73.19,P4,NORMAL_PROCESSING,No major risk signal detected,Account age increased predicted risk | Order value increased predicted risk | Order value vs customer average increased predicted risk | Recent average order value increased predicted risk | Previous Avg Discount increased predicted risk,Historical product return rate reduced predicted risk | Historical average order value reduced predicted risk | Product price reduced predicted risk | 5-order value change reduced predicted risk | Discount percentage reduced predicted risk
O16419,600.82,0.3088980788234243,30.89,MEDIUM,14.85,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Order value increased predicted risk | Size Variant increased predicted risk | Recent average order value increased predicted risk | Discount percentage increased predicted risk,5-order value change reduced predicted risk | Product price reduced predicted risk | Recent order-value change reduced predicted risk | Order value vs customer average reduced predicted risk | Previous order count reduced predicted risk
O02206,5662.99,0.4465006019593845,44.65,HIGH,202.28,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Discount behaviour change increased predicted risk | Product price increased predicted risk | Previous Avg Discount increased predicted risk | Order value vs customer average increased predicted risk,Recent order-value change reduced predicted risk | Recent average order value reduced predicted risk | Days since previous order reduced predicted risk | Size Variant reduced predicted risk | Customer historical return rate reduced predicted risk
O02371,1112.76,0.3664426295569344,36.64,MEDIUM,32.62,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Days since previous order increased predicted risk | Recent order-value change increased predicted risk | Recent average order value increased predicted risk,5-order return-rate change reduced predicted risk | Discount percentage reduced predicted risk | Product price reduced predicted risk | Order value vs customer average reduced predicted risk | Account age reduced predicted risk
O10803,2789.52,0.3494413271799909,34.94,MEDIUM,77.98,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Order value increased predicted risk | Recent order-value change increased predicted risk | Recent purchase frequency increased predicted risk,Account age reduced predicted risk | Historical average order value reduced predicted risk | Discount percentage reduced predicted risk | Recent average order value reduced predicted risk | Product price reduced predicted risk
O16868,45003.18,0.1365258288927977,13.65,LOW,491.53,P4,NORMAL_PROCESSING,Above-average order value,Order value vs customer average increased predicted risk | Discount behaviour change increased predicted risk | Discount percentage increased predicted risk | Previous Avg Discount increased predicted risk | Recent purchase frequency increased predicted risk,Days since previous order reduced predicted risk | Previous average order value reduced predicted risk | Recent average order value reduced predicted risk | Order value reduced predicted risk | Historical product return rate reduced predicted risk
O13142,85384.48,0.1555595956084267,15.56,LOW,1062.59,P4,NORMAL_PROCESSING,High estimated financial exposure | High-value order,5-order value change increased predicted risk | Order value increased predicted risk | Previous Avg Discount increased predicted risk | Recent order-value change increased predicted risk | Historical average order value increased predicted risk,Historical product return rate reduced predicted risk | Order value vs customer average reduced predicted risk | Recent average order value reduced predicted risk | Previous order count reduced predicted risk | Days since previous order reduced predicted risk
O18010,7086.15,0.2540613700462716,25.41,MEDIUM,144.03,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Order value vs customer average increased predicted risk | Size Variant increased predicted risk | Recent purchase frequency increased predicted risk | Order value increased predicted risk,Recent order-value change reduced predicted risk | Account age reduced predicted risk | Previous order count reduced predicted risk | Historical average order value reduced predicted risk | 5-order return-rate change reduced predicted risk
O10391,2135.27,0.272474173965446,27.25,MEDIUM,46.54,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Order value increased predicted risk | 5-order value change increased predicted risk | Days since previous order increased predicted risk,5-order return-rate change reduced predicted risk | Discount percentage reduced predicted risk | Product price reduced predicted risk | Order value vs customer average reduced predicted risk | Recent average order value reduced predicted risk
O02976,7356.87,0.6254778293109063,62.55,VERY_HIGH,368.12,P2,REVIEW,High predicted return probability,Historical product return rate increased predicted risk | 5-order value change increased predicted risk | 5-order return-rate change increased predicted risk | Recent average order value increased predicted risk | Previous order count increased predicted risk,Previous average order value reduced predicted risk | Recent average order value reduced predicted risk | Historical average order value reduced predicted risk | Category switching behaviour reduced predicted risk | Size Variant reduced predicted risk
O19526,14973.38,0.0703353044622816,7.03,LOW,84.25,P4,NORMAL_PROCESSING,No major risk signal detected,Discount percentage increased predicted risk | Recent order-value change increased predicted risk | Account age increased predicted risk | 5-order return-rate ratio increased predicted risk | Previous Avg Discount increased predicted risk,Order value vs customer average reduced predicted risk | Order value reduced predicted risk | Historical product return rate reduced predicted risk | Recent average order value reduced predicted risk | Recent vs previous return behaviour reduced predicted risk
O10630,4405.32,0.227155366268754,22.72,MEDIUM,80.06,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Order value vs customer average increased predicted risk | Product price increased predicted risk | Historical average order value increased predicted risk | 5-order return-rate ratio increased predicted risk,5-order value change reduced predicted risk | Recent order-value change reduced predicted risk | Account age reduced predicted risk | Previous order count reduced predicted risk | Days since previous order reduced predicted risk
O06360,78157.45,0.0349305199685311,3.49,LOW,218.41,P4,NORMAL_PROCESSING,High-value order,5-order value change increased predicted risk | Previous order count increased predicted risk | Recent order-value change increased predicted risk | Historical average order value increased predicted risk | Previous Avg Discount increased predicted risk,Historical product return rate reduced predicted risk | Order value vs customer average reduced predicted risk | Order value reduced predicted risk | Discount behaviour change reduced predicted risk | Recent 5-order return rate reduced predicted risk
O16053,7760.4,0.625305953658479,62.53,VERY_HIGH,388.21,P2,REVIEW,High predicted return probability,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Size Variant increased predicted risk | Previous average order value increased predicted risk | Discount behaviour change increased predicted risk,Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Recent average order value reduced predicted risk | Account age reduced predicted risk | Returns Last 5 reduced predicted risk
O11254,4123.47,0.0659918711878115,6.6,LOW,21.77,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Product price increased predicted risk | Previous Avg Discount increased predicted risk | Customer historical return rate increased predicted risk | Account age increased predicted risk,Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Discount behaviour change reduced predicted risk | Days since previous order reduced predicted risk | Historical average order value reduced predicted risk
O09766,4446.99,0.4231697610082575,42.32,HIGH,150.55,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Size Variant increased predicted risk | Order value vs customer average increased predicted risk | Product price increased predicted risk,5-order value change reduced predicted risk | Discount percentage reduced predicted risk | Recent average order value reduced predicted risk | Account age reduced predicted risk | Days since previous order reduced predicted risk
O09741,57589.7,0.1003519844377458,10.04,LOW,462.34,P4,NORMAL_PROCESSING,High-value order,Product price increased predicted risk | Days since previous order increased predicted risk | Order value vs customer average increased predicted risk | Account age increased predicted risk | Previous average order value increased predicted risk,Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | Recent purchase frequency reduced predicted risk | 5-order return-rate change reduced predicted risk | Previous Avg Discount reduced predicted risk
O18766,46345.58,0.0835164445330311,8.35,LOW,309.65,P4,NORMAL_PROCESSING,Above-average order value,Order value vs customer average increased predicted risk | Account age increased predicted risk | Product price increased predicted risk | Previous order count increased predicted risk | Recent purchase frequency increased predicted risk,Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Historical product return rate reduced predicted risk | 5-order return-rate change reduced predicted risk | Historical average order value reduced predicted risk
O15363,5999.14,0.3815098666792376,38.15,MEDIUM,183.1,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Category switching behaviour increased predicted risk | Discount percentage increased predicted risk | Recent vs previous return behaviour increased predicted risk,Recent order-value change reduced predicted risk | Days since previous order reduced predicted risk | Previous Avg Discount reduced predicted risk | Order value reduced predicted risk | Size Variant reduced predicted risk
O01601,2759.33,0.4669783528654538,46.7,HIGH,103.08,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Discount percentage increased predicted risk | Recent average order value increased predicted risk | Days since previous order increased predicted risk | Size Variant increased predicted risk,5-order return-rate change reduced predicted risk | Previous order count reduced predicted risk | Account age reduced predicted risk | Historical average order value reduced predicted risk | Previous Avg Discount reduced predicted risk
O15469,6543.63,0.3224111844337911,32.24,MEDIUM,168.78,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Recent vs previous return behaviour increased predicted risk | Product price increased predicted risk | Order value vs customer average increased predicted risk | Recent purchase frequency increased predicted risk,Account age reduced predicted risk | 5-order value change reduced predicted risk | 5-order return-rate change reduced predicted risk | Order value reduced predicted risk | Discount percentage reduced predicted risk
O04025,30217.87,0.0470949794160234,4.71,LOW,113.85,P4,NORMAL_PROCESSING,Above-average order value,5-order value change increased predicted risk | Days since previous order increased predicted risk | Recent average order value increased predicted risk | Recent vs previous return behaviour increased predicted risk | Category switching behaviour increased predicted risk,Historical product return rate reduced predicted risk | Recent average order value reduced predicted risk | Previous average order value reduced predicted risk | Order value reduced predicted risk | Account age reduced predicted risk
O06991,1517.2,0.0873363690298544,8.73,LOW,10.6,P4,NORMAL_PROCESSING,No major risk signal detected,Discount percentage increased predicted risk | Discount behaviour change increased predicted risk | Order value increased predicted risk | Recent average order value increased predicted risk | Previous Avg Discount increased predicted risk,Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Historical product return rate reduced predicted risk | Product price reduced predicted risk | Previous order count reduced predicted risk
O00474,6457.21,0.5004210645681645,50.04,HIGH,258.51,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | 5-order value change increased predicted risk | Discount percentage increased predicted risk | Size Variant increased predicted risk | Discount behaviour change increased predicted risk,Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Previous order count reduced predicted risk | Days since previous order reduced predicted risk | Recent average order value reduced predicted risk
O16783,5835.05,0.1613483231316853,16.13,LOW,75.32,P4,NORMAL_PROCESSING,No major risk signal detected,Recent average order value increased predicted risk | Product price increased predicted risk | Recent average order value increased predicted risk | Previous average order value increased predicted risk | Order value vs customer average increased predicted risk,5-order value change reduced predicted risk | Historical product return rate reduced predicted risk | 5-order return-rate change reduced predicted risk | Days since previous order reduced predicted risk | Recent order-value change reduced predicted risk
O04483,456.8,0.5788466728406481,57.88,HIGH,21.15,P3,MONITOR,Elevated predicted return probability,Previous order count increased predicted risk | Historical product return rate increased predicted risk | Order value increased predicted risk | Days since previous order increased predicted risk | Recent average order value increased predicted risk,Product price reduced predicted risk | Order value vs customer average reduced predicted risk | Recent 3-order return rate reduced predicted risk | Previous average order value reduced predicted risk | Recent 5-order return rate reduced predicted risk
O17349,6640.89,0.4648366199532666,46.48,HIGH,246.95,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Recent average order value increased predicted risk | 5-order value change increased predicted risk | Orders Last 90 Days increased predicted risk,Order value vs customer average reduced predicted risk | Discount percentage reduced predicted risk | City tier reduced predicted risk | Account age reduced predicted risk | Recent average order value reduced predicted risk
O08818,4232.3,0.1998539171629882,19.99,LOW,67.67,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Product price increased predicted risk | Order value vs customer average increased predicted risk | Category switching behaviour increased predicted risk | 5-order return-rate ratio increased predicted risk,Recent order-value change reduced predicted risk | Account age reduced predicted risk | Recent vs previous return behaviour reduced predicted risk | Previous order count reduced predicted risk | Discount percentage reduced predicted risk
O04208,3183.71,0.4536332725563566,45.36,HIGH,115.54,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Order value vs customer average increased predicted risk | Product price increased predicted risk | Discount percentage increased predicted risk | Account age increased predicted risk,Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | 5-order value change reduced predicted risk | Recent average order value reduced predicted risk | Size Variant reduced predicted risk
O16781,3064.21,0.2808406918082086,28.08,MEDIUM,68.84,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Days since previous order increased predicted risk | Order value increased predicted risk | Customer historical return rate increased predicted risk | Recent average order value increased predicted risk,5-order return-rate change reduced predicted risk | 5-order value change reduced predicted risk | Previous order count reduced predicted risk | Recent order-value change reduced predicted risk | Product price reduced predicted risk
O13263,5845.21,0.0847511129418078,8.48,LOW,39.63,P4,NORMAL_PROCESSING,No major risk signal detected,Discount percentage increased predicted risk | Recent average order value increased predicted risk | Product price increased predicted risk | Order value vs customer average increased predicted risk | Account age increased predicted risk,Days since previous order reduced predicted risk | Recent order-value change reduced predicted risk | Previous Avg Discount reduced predicted risk | Discount behaviour change reduced predicted risk | Previous average order value reduced predicted risk
O16311,5776.78,0.3456624774970904,34.57,MEDIUM,159.75,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Recent average order value increased predicted risk | Product price increased predicted risk | Order value increased predicted risk | 5-order value change increased predicted risk,Order value vs customer average reduced predicted risk | Recent order-value change reduced predicted risk | Days since previous order reduced predicted risk | Previous Avg Discount reduced predicted risk | Historical average order value reduced predicted risk
O11281,6280.95,0.374979024072274,37.5,MEDIUM,188.42,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Order value vs customer average increased predicted risk | Previous average order value increased predicted risk | Days since previous order increased predicted risk,Recent order-value change reduced predicted risk | Recent average order value reduced predicted risk | Order value reduced predicted risk | 5-order value change reduced predicted risk | Orders Last 90 Days reduced predicted risk
O18694,2203.67,0.1560390721884579,15.6,LOW,27.51,P4,NORMAL_PROCESSING,No major risk signal detected,Previous order count increased predicted risk | Days since previous order increased predicted risk | Previous average order value increased predicted risk | Account age increased predicted risk | Order value increased predicted risk,Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Product price reduced predicted risk | Discount behaviour change reduced predicted risk
O16290,7134.21,0.7804977194999623,78.05,VERY_HIGH,445.46,P2,REVIEW,High predicted return probability,Recent order-value change increased predicted risk | Historical product return rate increased predicted risk | Previous order count increased predicted risk | Days since previous order increased predicted risk | Recent average order value increased predicted risk,Account age reduced predicted risk | 5-order return-rate change reduced predicted risk | 5-order value change reduced predicted risk | Category switching behaviour reduced predicted risk | Orders Last 30 Days reduced predicted risk
O15534,1287.41,0.283806257273836,28.38,MEDIUM,29.23,P4,NORMAL_PROCESSING,No major risk signal detected,Historical average order value increased predicted risk | Discount behaviour change increased predicted risk | Days since previous order increased predicted risk | Order value vs customer average increased predicted risk | Recent purchase frequency increased predicted risk,Historical product return rate reduced predicted risk | Previous average order value reduced predicted risk | Product price reduced predicted risk | 5-order return-rate change reduced predicted risk | Returns Last 5 reduced predicted risk
O06433,3624.47,0.2666085623783935,26.66,MEDIUM,77.31,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Order value vs customer average increased predicted risk | 5-order return-rate change increased predicted risk | 3-order return-rate change increased predicted risk,Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Recent average order value reduced predicted risk | Days since previous order reduced predicted risk | Discount behaviour change reduced predicted risk
O17964,3180.89,0.2094169791867662,20.94,MEDIUM,53.29,P4,NORMAL_PROCESSING,No major risk signal detected,Days since previous order increased predicted risk | Recent purchase frequency increased predicted risk | Historical average order value increased predicted risk | Recent average order value increased predicted risk | Discount percentage increased predicted risk,Previous average order value reduced predicted risk | Discount behaviour change reduced predicted risk | Historical product return rate reduced predicted risk | 5-order return-rate change reduced predicted risk | Recent average order value reduced predicted risk
O16281,1232.95,0.1756848471747691,17.57,LOW,17.33,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Discount percentage increased predicted risk | Order value increased predicted risk | Discount behaviour change increased predicted risk | Order value vs customer average increased predicted risk,Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Account age reduced predicted risk | Product price reduced predicted risk | Previous order count reduced predicted risk
O17465,1890.34,0.5394091945569793,53.94,HIGH,81.57,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Account age increased predicted risk | Size Variant increased predicted risk | Order value increased predicted risk | Order value vs customer average increased predicted risk,Discount behaviour change reduced predicted risk | Product price reduced predicted risk | Discount percentage reduced predicted risk | Previous average order value reduced predicted risk | Recent average order value reduced predicted risk
O16811,830.56,0.442079405160403,44.21,HIGH,29.37,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Order value increased predicted risk | Recent average order value increased predicted risk | Recent average order value increased predicted risk | Recent order-value change increased predicted risk,Account age reduced predicted risk | Product price reduced predicted risk | Previous Avg Discount reduced predicted risk | Discount percentage reduced predicted risk | Returns Last 5 reduced predicted risk
O14355,5432.25,0.4991838092507056,49.92,HIGH,216.94,P3,MONITOR,Elevated predicted return probability,Previous order count increased predicted risk | 5-order return-rate change increased predicted risk | Historical product return rate increased predicted risk | Discount behaviour change increased predicted risk | Days since previous order increased predicted risk,Account age reduced predicted risk | 5-order value change reduced predicted risk | Discount percentage reduced predicted risk | Recent average order value reduced predicted risk | Size Variant reduced predicted risk
O00502,55623.24,0.0765927018754478,7.66,LOW,340.83,P4,NORMAL_PROCESSING,High-value order,Previous order count increased predicted risk | Recent average order value increased predicted risk | Discount behaviour change increased predicted risk | Days since previous order increased predicted risk | Recent order-value change increased predicted risk,Historical product return rate reduced predicted risk | Order value vs customer average reduced predicted risk | 5-order value change reduced predicted risk | Order value reduced predicted risk | Historical average order value reduced predicted risk
O18278,3104.56,0.2152899725928675,21.53,MEDIUM,53.47,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Recent average order value increased predicted risk | 5-order value change increased predicted risk | Order value increased predicted risk,Previous average order value reduced predicted risk | Recent order-value change reduced predicted risk | Product price reduced predicted risk | Discount percentage reduced predicted risk | Days since previous order reduced predicted risk
