order_id,return_probability,risk_score,top_risk_drivers,risk_reducing_factors
O17807,0.036147,3.61,Recent average order value increased predicted risk | Category switching behaviour increased predicted risk | Historical average order value increased predicted risk | Previous Avg Discount increased predicted risk | Recent average order value increased predicted risk,Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | Account age reduced predicted risk | 5-order value change reduced predicted risk | 5-order return-rate change reduced predicted risk
O04409,0.095089,9.51,Discount behaviour change increased predicted risk | Discount percentage increased predicted risk | Order value increased predicted risk | Previous average order value increased predicted risk | Recent purchase frequency increased predicted risk,Historical product return rate reduced predicted risk | Days since previous order reduced predicted risk | Recent order-value change reduced predicted risk | Product price reduced predicted risk | Order value vs customer average reduced predicted risk
O14213,0.308192,30.82,Historical product return rate increased predicted risk | Order value increased predicted risk | Order value vs customer average increased predicted risk | Discount percentage increased predicted risk | Discount behaviour change increased predicted risk,Recent order-value change reduced predicted risk | Product price reduced predicted risk | Recent vs previous return behaviour reduced predicted risk | Account age reduced predicted risk | Recent 5-order return rate reduced predicted risk
O14451,0.345696,34.57,Historical product return rate increased predicted risk | Order value vs customer average increased predicted risk | Order value increased predicted risk | Account age increased predicted risk | 5-order return-rate change increased predicted risk,Recent order-value change reduced predicted risk | Product price reduced predicted risk | Discount percentage reduced predicted risk | Days since previous order reduced predicted risk | Recent average order value reduced predicted risk
O01270,0.403445,40.34,Previous order count increased predicted risk | Order value vs customer average increased predicted risk | Discount percentage increased predicted risk | Account age increased predicted risk | Product price increased predicted risk,5-order value change reduced predicted risk | Recent average order value reduced predicted risk | Previous average order value reduced predicted risk | Order value reduced predicted risk | Size Variant reduced predicted risk
O07833,0.0914,9.14,Previous order count increased predicted risk | Recent purchase frequency increased predicted risk | Recent average order value increased predicted risk | Previous average order value increased predicted risk | Discount percentage increased predicted risk,Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Days since previous order reduced predicted risk | Discount behaviour change reduced predicted risk
O16115,0.476869,47.69,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Recent average order value increased predicted risk | Recent average order value increased predicted risk | Order value vs customer average increased predicted risk,Previous average order value reduced predicted risk | Recent order-value change reduced predicted risk | 5-order return-rate change reduced predicted risk | 5-order value change reduced predicted risk | Days since previous order reduced predicted risk
O16722,0.40923,40.92,Historical product return rate increased predicted risk | Previous average order value increased predicted risk | Order value vs customer average increased predicted risk | Account age increased predicted risk | Product price increased predicted risk,Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Order value reduced predicted risk | City tier reduced predicted risk | Historical average order value reduced predicted risk
O02457,0.583365,58.34,Historical product return rate increased predicted risk | Product price increased predicted risk | Account age increased predicted risk | Order value vs customer average increased predicted risk | Recent average order value increased predicted risk,Recent 5-order return rate reduced predicted risk | Recent vs previous return behaviour reduced predicted risk | Historical average order value reduced predicted risk | Size Variant reduced predicted risk | Discount percentage reduced predicted risk
O10298,0.14651,14.65,5-order value change increased predicted risk | Product price increased predicted risk | Recent order-value change increased predicted risk | Discount behaviour change increased predicted risk | Recent purchase frequency increased predicted risk,5-order return-rate change reduced predicted risk | Account age reduced predicted risk | Recent average order value reduced predicted risk | Previous order count reduced predicted risk | Order value vs customer average reduced predicted risk
O04369,0.116865,11.69,Days since previous order increased predicted risk | Account age increased predicted risk | 5-order value change increased predicted risk | Previous Avg Discount increased predicted risk | Recent purchase frequency increased predicted risk,Historical product return rate reduced predicted risk | Order value vs customer average reduced predicted risk | Order value reduced predicted risk | Historical average order value reduced predicted risk | Recent average order value reduced predicted risk
O00581,0.122786,12.28,Order value increased predicted risk | Previous Avg Discount increased predicted risk | Recent purchase frequency increased predicted risk | Orders Last 90 Days increased predicted risk | Order value vs customer average increased predicted risk,Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Discount behaviour change reduced predicted risk | Product price reduced predicted risk
O12621,0.516997,51.7,Historical product return rate increased predicted risk | Order value increased predicted risk | Recent purchase frequency increased predicted risk | Recent order-value change increased predicted risk | Product price increased predicted risk,Discount behaviour change reduced predicted risk | Size Variant reduced predicted risk | Order value vs customer average reduced predicted risk | Recent average order value reduced predicted risk | Discount percentage reduced predicted risk
O06526,0.346527,34.65,Recent order-value change increased predicted risk | Previous order count increased predicted risk | Recent average order value increased predicted risk | Order value increased predicted risk | Recent average order value increased predicted risk,5-order value change reduced predicted risk | Account age reduced predicted risk | Days since previous order reduced predicted risk | Order value vs customer average reduced predicted risk | Product price reduced predicted risk
O16312,0.379101,37.91,Historical product return rate increased predicted risk | Recent purchase frequency increased predicted risk | Product price increased predicted risk | Discount percentage increased predicted risk | Previous Avg Discount increased predicted risk,Recent order-value change reduced predicted risk | Orders Last 90 Days reduced predicted risk | Historical average order value reduced predicted risk | Size Variant reduced predicted risk | Order value reduced predicted risk
O05843,0.123315,12.33,Previous order count increased predicted risk | Product price increased predicted risk | Discount percentage increased predicted risk | Order value increased predicted risk | Previous Avg Discount increased predicted risk,Historical product return rate reduced predicted risk | 5-order value change reduced predicted risk | Discount behaviour change reduced predicted risk | 5-order return-rate change reduced predicted risk | Account age reduced predicted risk
O07153,0.215523,21.55,Historical product return rate increased predicted risk | Order value increased predicted risk | Product price increased predicted risk | Size Variant increased predicted risk | Recent return rate increased predicted risk,Days since previous order reduced predicted risk | Recent order-value change reduced predicted risk | Previous Avg Discount reduced predicted risk | Recent average order value reduced predicted risk | 5-order value change reduced predicted risk
O04921,0.168219,16.82,Previous order count increased predicted risk | Account age increased predicted risk | Recent purchase frequency increased predicted risk | Order value vs customer average increased predicted risk | Historical average order value increased predicted risk,Historical product return rate reduced predicted risk | Order value reduced predicted risk | Recent average order value reduced predicted risk | Previous average order value reduced predicted risk | Orders Last 90 Days reduced predicted risk
O16607,0.034143,3.41,Recent order-value change increased predicted risk | Previous average order value increased predicted risk | Recent purchase frequency increased predicted risk | Previous Avg Discount increased predicted risk | Days since previous order increased predicted risk,Historical product return rate reduced predicted risk | 5-order return-rate change reduced predicted risk | Product price reduced predicted risk | Order value reduced predicted risk | Order value vs customer average reduced predicted risk
O18577,0.392486,39.25,Discount behaviour change increased predicted risk | Previous order count increased predicted risk | Account age increased predicted risk | Order value vs customer average increased predicted risk | Discount percentage increased predicted risk,Previous average order value reduced predicted risk | Recent order-value change reduced predicted risk | Days since previous order reduced predicted risk | Historical product return rate reduced predicted risk | City tier reduced predicted risk
O17359,0.275075,27.51,Historical product return rate increased predicted risk | Product price increased predicted risk | Order value vs customer average increased predicted risk | Size Variant increased predicted risk | Discount percentage increased predicted risk,Account age reduced predicted risk | Order value reduced predicted risk | Recent order-value change reduced predicted risk | Previous order count reduced predicted risk | City tier reduced predicted risk
O10971,0.166495,16.65,5-order value change increased predicted risk | 5-order return-rate change increased predicted risk | Discount percentage increased predicted risk | Previous average order value increased predicted risk | Recent order-value change increased predicted risk,Historical product return rate reduced predicted risk | Account age reduced predicted risk | Recent average order value reduced predicted risk | Order value reduced predicted risk | Discount behaviour change reduced predicted risk
O19024,0.073112,7.31,Previous order count increased predicted risk | Historical average order value increased predicted risk | Recent purchase frequency increased predicted risk | Recent return rate increased predicted risk | Previous average order value increased predicted risk,Historical product return rate reduced predicted risk | Order value vs customer average reduced predicted risk | Order value reduced predicted risk | Recent 5-order return rate reduced predicted risk | Discount percentage reduced predicted risk
O09628,0.577032,57.7,Historical product return rate increased predicted risk | Order value vs customer average increased predicted risk | Order value increased predicted risk | Discount behaviour change increased predicted risk | Days since previous order increased predicted risk,Previous Avg Discount reduced predicted risk | City tier reduced predicted risk | Discount percentage reduced predicted risk | Returns Last 5 reduced predicted risk | Recent return rate reduced predicted risk
O10356,0.623964,62.4,Historical product return rate increased predicted risk | Account age increased predicted risk | Product price increased predicted risk | Order value vs customer average increased predicted risk | Returns Last 5 increased predicted risk,Previous Avg Discount reduced predicted risk | Days since previous order reduced predicted risk | Size Variant reduced predicted risk | Discount percentage reduced predicted risk | 3-order return-rate change reduced predicted risk
O07125,0.282378,28.24,5-order value change increased predicted risk | 5-order return-rate change increased predicted risk | Order value vs customer average increased predicted risk | Account age increased predicted risk | Recent average order value increased predicted risk,Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Historical product return rate reduced predicted risk | Previous order count reduced predicted risk | Customer historical return rate reduced predicted risk
O06630,0.082837,8.28,5-order value change increased predicted risk | Previous order count increased predicted risk | Recent order-value change increased predicted risk | Historical average order value increased predicted risk | Previous Avg Discount increased predicted risk,Historical product return rate reduced predicted risk | Previous average order value reduced predicted risk | Recent average order value reduced predicted risk | Recent purchase frequency reduced predicted risk | Days since previous order reduced predicted risk
O16754,0.312728,31.27,Historical product return rate increased predicted risk | Order value increased predicted risk | Size Variant increased predicted risk | Order value vs customer average increased predicted risk | Product price increased predicted risk,Account age reduced predicted risk | Recent order-value change reduced predicted risk | Recent average order value reduced predicted risk | City tier reduced predicted risk | Recent average order value reduced predicted risk
O19091,0.654349,65.43,Historical product return rate increased predicted risk | 5-order value change increased predicted risk | Previous order count increased predicted risk | Discount behaviour change increased predicted risk | Size Variant increased predicted risk,Account age reduced predicted risk | Recent average order value reduced predicted risk | 5-order return-rate change reduced predicted risk | City tier reduced predicted risk | Recent average order value reduced predicted risk
O05782,0.368514,36.85,Historical product return rate increased predicted risk | Order value increased predicted risk | Order value vs customer average increased predicted risk | Previous Avg Discount increased predicted risk | Discount percentage increased predicted risk,Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Product price reduced predicted risk | Discount behaviour change reduced predicted risk | Size Variant reduced predicted risk
O11486,0.570842,57.08,Recent order-value change increased predicted risk | Historical product return rate increased predicted risk | Account age increased predicted risk | Historical average order value increased predicted risk | Recent purchase frequency increased predicted risk,5-order value change reduced predicted risk | Previous Avg Discount reduced predicted risk | Size Variant reduced predicted risk | Discount behaviour change reduced predicted risk | Recent average order value reduced predicted risk
O11010,0.477313,47.73,5-order return-rate change increased predicted risk | Order value vs customer average increased predicted risk | Order value increased predicted risk | Recent average order value increased predicted risk | Previous average order value increased predicted risk,Historical product return rate reduced predicted risk | 5-order value change reduced predicted risk | Days since previous order reduced predicted risk | Recent order-value change reduced predicted risk | Account age reduced predicted risk
O05357,0.274776,27.48,Historical product return rate increased predicted risk | Size Variant increased predicted risk | Discount percentage increased predicted risk | Order value increased predicted risk | Product price increased predicted risk,Days since previous order reduced predicted risk | Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Previous Avg Discount reduced predicted risk | Account age reduced predicted risk
O01471,0.328509,32.85,Previous order count increased predicted risk | Order value increased predicted risk | Recent purchase frequency increased predicted risk | Order value vs customer average increased predicted risk | Recent average order value increased predicted risk,Historical product return rate reduced predicted risk | Previous average order value reduced predicted risk | Recent vs previous return behaviour reduced predicted risk | Discount percentage reduced predicted risk | Orders Last 90 Days reduced predicted risk
O11157,0.100679,10.07,Recent average order value increased predicted risk | Previous order count increased predicted risk | Order value increased predicted risk | Recent average order value increased predicted risk | Product price increased predicted risk,Previous average order value reduced predicted risk | Recent order-value change reduced predicted risk | Historical product return rate reduced predicted risk | Discount behaviour change reduced predicted risk | Days since previous order reduced predicted risk
O13212,0.328367,32.84,Historical product return rate increased predicted risk | Order value increased predicted risk | Previous order count increased predicted risk | Discount percentage increased predicted risk | Size Variant increased predicted risk,5-order return-rate change reduced predicted risk | Recent order-value change reduced predicted risk | Product price reduced predicted risk | Recent average order value reduced predicted risk | Historical average order value reduced predicted risk
O15273,0.163936,16.39,Previous order count increased predicted risk | Order value increased predicted risk | Previous Avg Discount increased predicted risk | Account age increased predicted risk | Recent average order value increased predicted risk,Recent order-value change reduced predicted risk | Historical product return rate reduced predicted risk | Previous average order value reduced predicted risk | Product price reduced predicted risk | Order value vs customer average reduced predicted risk
O16412,0.636102,63.61,Historical product return rate increased predicted risk | Order value increased predicted risk | Days since previous order increased predicted risk | 5-order value change increased predicted risk | Historical average order value increased predicted risk,Account age reduced predicted risk | Previous order count reduced predicted risk | Discount behaviour change reduced predicted risk | Discount percentage reduced predicted risk | Orders Last 90 Days reduced predicted risk
O07395,0.571932,57.19,Historical product return rate increased predicted risk | Previous order count increased predicted risk | 5-order value change increased predicted risk | Order value vs customer average increased predicted risk | Account age increased predicted risk,Recent average order value reduced predicted risk | Discount percentage reduced predicted risk | Recent average order value reduced predicted risk | City tier reduced predicted risk | Orders Last 90 Days reduced predicted risk
O02848,0.176341,17.63,Historical product return rate increased predicted risk | Category switching behaviour increased predicted risk | Returns Last 5 increased predicted risk | Recent purchase frequency increased predicted risk | Recent average order value increased predicted risk,5-order return-rate change reduced predicted risk | 5-order value change reduced predicted risk | Account age reduced predicted risk | Order value vs customer average reduced predicted risk | Previous order count reduced predicted risk
O08603,0.460431,46.04,Historical product return rate increased predicted risk | Order value vs customer average increased predicted risk | Discount percentage increased predicted risk | Returns Last 5 increased predicted risk | Product price increased predicted risk,Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Days since previous order reduced predicted risk | Discount behaviour change reduced predicted risk | Historical average order value reduced predicted risk
O12727,0.183485,18.35,Discount behaviour change increased predicted risk | 5-order value change increased predicted risk | Order value vs customer average increased predicted risk | Discount percentage increased predicted risk | Previous order count increased predicted risk,Historical product return rate reduced predicted risk | Recent average order value reduced predicted risk | Previous average order value reduced predicted risk | Account age reduced predicted risk | Order value reduced predicted risk
O13960,0.208778,20.88,Order value vs customer average increased predicted risk | Product price increased predicted risk | Recent purchase frequency increased predicted risk | Previous average order value increased predicted risk | Days since previous order increased predicted risk,Historical product return rate reduced predicted risk | Recent vs previous return behaviour reduced predicted risk | Recent order-value change reduced predicted risk | Account age reduced predicted risk | Recent 5-order return rate reduced predicted risk
O04645,0.061473,6.15,Product price increased predicted risk | Recent average order value increased predicted risk | 5-order value change increased predicted risk | Recent purchase frequency increased predicted risk | Discount percentage increased predicted risk,Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | Order value vs customer average reduced predicted risk | Order value reduced predicted risk | Historical average order value reduced predicted risk
O09042,0.107862,10.79,Product price increased predicted risk | Recent average order value increased predicted risk | Account age increased predicted risk | Category switching behaviour increased predicted risk | Order value vs customer average increased predicted risk,Previous average order value reduced predicted risk | Recent order-value change reduced predicted risk | Days since previous order reduced predicted risk | Historical product return rate reduced predicted risk | Recent 5-order return rate reduced predicted risk
O09024,0.192304,19.23,Historical product return rate increased predicted risk | Order value increased predicted risk | Account age increased predicted risk | Discount behaviour change increased predicted risk | Historical average order value increased predicted risk,5-order return-rate change reduced predicted risk | Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Recent average order value reduced predicted risk | Product price reduced predicted risk
O03399,0.057323,5.73,Previous order count increased predicted risk | Recent purchase frequency increased predicted risk | Recent average order value increased predicted risk | Days since previous order increased predicted risk | Recent average order value increased predicted risk,Historical product return rate reduced predicted risk | Account age reduced predicted risk | Order value vs customer average reduced predicted risk | Discount behaviour change reduced predicted risk | Discount percentage reduced predicted risk
O00640,0.161267,16.13,Order value vs customer average increased predicted risk | Discount percentage increased predicted risk | Days since previous order increased predicted risk | Account age increased predicted risk | Recent purchase frequency increased predicted risk,Recent order-value change reduced predicted risk | Historical product return rate reduced predicted risk | Previous average order value reduced predicted risk | Previous order count reduced predicted risk | Discount behaviour change reduced predicted risk
O06302,0.200173,20.02,Historical product return rate increased predicted risk | Days since previous order increased predicted risk | Historical average order value increased predicted risk | Recent purchase frequency increased predicted risk | Account age increased predicted risk,Recent order-value change reduced predicted risk | Product price reduced predicted risk | Discount percentage reduced predicted risk | 5-order value change reduced predicted risk | Order value reduced predicted risk
O04569,0.151788,15.18,5-order value change increased predicted risk | Previous average order value increased predicted risk | Recent average order value increased predicted risk | Previous Avg Discount increased predicted risk | Recent vs previous return behaviour increased predicted risk,Historical product return rate reduced predicted risk | Account age reduced predicted risk | Order value vs customer average reduced predicted risk | Recent order-value change reduced predicted risk | Days since previous order reduced predicted risk
O08110,0.350607,35.06,Account age increased predicted risk | Order value increased predicted risk | Order value vs customer average increased predicted risk | Recent average order value increased predicted risk | Previous Avg Discount increased predicted risk,Historical product return rate reduced predicted risk | Historical average order value reduced predicted risk | Product price reduced predicted risk | 5-order value change reduced predicted risk | Discount percentage reduced predicted risk
O16419,0.308898,30.89,Historical product return rate increased predicted risk | Order value increased predicted risk | Size Variant increased predicted risk | Recent average order value increased predicted risk | Discount percentage increased predicted risk,5-order value change reduced predicted risk | Product price reduced predicted risk | Recent order-value change reduced predicted risk | Order value vs customer average reduced predicted risk | Previous order count reduced predicted risk
O02206,0.446501,44.65,Historical product return rate increased predicted risk | Discount behaviour change increased predicted risk | Product price increased predicted risk | Previous Avg Discount increased predicted risk | Order value vs customer average increased predicted risk,Recent order-value change reduced predicted risk | Recent average order value reduced predicted risk | Days since previous order reduced predicted risk | Size Variant reduced predicted risk | Customer historical return rate reduced predicted risk
O02371,0.366443,36.64,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Days since previous order increased predicted risk | Recent order-value change increased predicted risk | Recent average order value increased predicted risk,5-order return-rate change reduced predicted risk | Discount percentage reduced predicted risk | Product price reduced predicted risk | Order value vs customer average reduced predicted risk | Account age reduced predicted risk
O10803,0.349441,34.94,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Order value increased predicted risk | Recent order-value change increased predicted risk | Recent purchase frequency increased predicted risk,Account age reduced predicted risk | Historical average order value reduced predicted risk | Discount percentage reduced predicted risk | Recent average order value reduced predicted risk | Product price reduced predicted risk
O16868,0.136526,13.65,Order value vs customer average increased predicted risk | Discount behaviour change increased predicted risk | Discount percentage increased predicted risk | Previous Avg Discount increased predicted risk | Recent purchase frequency increased predicted risk,Days since previous order reduced predicted risk | Previous average order value reduced predicted risk | Recent average order value reduced predicted risk | Order value reduced predicted risk | Historical product return rate reduced predicted risk
O13142,0.15556,15.56,5-order value change increased predicted risk | Order value increased predicted risk | Previous Avg Discount increased predicted risk | Recent order-value change increased predicted risk | Historical average order value increased predicted risk,Historical product return rate reduced predicted risk | Order value vs customer average reduced predicted risk | Recent average order value reduced predicted risk | Previous order count reduced predicted risk | Days since previous order reduced predicted risk
O18010,0.254061,25.41,Historical product return rate increased predicted risk | Order value vs customer average increased predicted risk | Size Variant increased predicted risk | Recent purchase frequency increased predicted risk | Order value increased predicted risk,Recent order-value change reduced predicted risk | Account age reduced predicted risk | Previous order count reduced predicted risk | Historical average order value reduced predicted risk | 5-order return-rate change reduced predicted risk
O10391,0.272474,27.25,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Order value increased predicted risk | 5-order value change increased predicted risk | Days since previous order increased predicted risk,5-order return-rate change reduced predicted risk | Discount percentage reduced predicted risk | Product price reduced predicted risk | Order value vs customer average reduced predicted risk | Recent average order value reduced predicted risk
O02976,0.625478,62.55,Historical product return rate increased predicted risk | 5-order value change increased predicted risk | 5-order return-rate change increased predicted risk | Recent average order value increased predicted risk | Previous order count increased predicted risk,Previous average order value reduced predicted risk | Recent average order value reduced predicted risk | Historical average order value reduced predicted risk | Category switching behaviour reduced predicted risk | Size Variant reduced predicted risk
O19526,0.070335,7.03,Discount percentage increased predicted risk | Recent order-value change increased predicted risk | Account age increased predicted risk | 5-order return-rate ratio increased predicted risk | Previous Avg Discount increased predicted risk,Order value vs customer average reduced predicted risk | Order value reduced predicted risk | Historical product return rate reduced predicted risk | Recent average order value reduced predicted risk | Recent vs previous return behaviour reduced predicted risk
O10630,0.227155,22.72,Historical product return rate increased predicted risk | Order value vs customer average increased predicted risk | Product price increased predicted risk | Historical average order value increased predicted risk | 5-order return-rate ratio increased predicted risk,5-order value change reduced predicted risk | Recent order-value change reduced predicted risk | Account age reduced predicted risk | Previous order count reduced predicted risk | Days since previous order reduced predicted risk
O06360,0.034931,3.49,5-order value change increased predicted risk | Previous order count increased predicted risk | Recent order-value change increased predicted risk | Historical average order value increased predicted risk | Previous Avg Discount increased predicted risk,Historical product return rate reduced predicted risk | Order value vs customer average reduced predicted risk | Order value reduced predicted risk | Discount behaviour change reduced predicted risk | Recent 5-order return rate reduced predicted risk
O16053,0.625306,62.53,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Size Variant increased predicted risk | Previous average order value increased predicted risk | Discount behaviour change increased predicted risk,Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Recent average order value reduced predicted risk | Account age reduced predicted risk | Returns Last 5 reduced predicted risk
O11254,0.065992,6.6,Historical product return rate increased predicted risk | Product price increased predicted risk | Previous Avg Discount increased predicted risk | Customer historical return rate increased predicted risk | Account age increased predicted risk,Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Discount behaviour change reduced predicted risk | Days since previous order reduced predicted risk | Historical average order value reduced predicted risk
O09766,0.42317,42.32,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Size Variant increased predicted risk | Order value vs customer average increased predicted risk | Product price increased predicted risk,5-order value change reduced predicted risk | Discount percentage reduced predicted risk | Recent average order value reduced predicted risk | Account age reduced predicted risk | Days since previous order reduced predicted risk
O09741,0.100352,10.04,Product price increased predicted risk | Days since previous order increased predicted risk | Order value vs customer average increased predicted risk | Account age increased predicted risk | Previous average order value increased predicted risk,Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | Recent purchase frequency reduced predicted risk | 5-order return-rate change reduced predicted risk | Previous Avg Discount reduced predicted risk
O18766,0.083516,8.35,Order value vs customer average increased predicted risk | Account age increased predicted risk | Product price increased predicted risk | Previous order count increased predicted risk | Recent purchase frequency increased predicted risk,Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Historical product return rate reduced predicted risk | 5-order return-rate change reduced predicted risk | Historical average order value reduced predicted risk
O15363,0.38151,38.15,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Category switching behaviour increased predicted risk | Discount percentage increased predicted risk | Recent vs previous return behaviour increased predicted risk,Recent order-value change reduced predicted risk | Days since previous order reduced predicted risk | Previous Avg Discount reduced predicted risk | Order value reduced predicted risk | Size Variant reduced predicted risk
O01601,0.466978,46.7,Historical product return rate increased predicted risk | Discount percentage increased predicted risk | Recent average order value increased predicted risk | Days since previous order increased predicted risk | Size Variant increased predicted risk,5-order return-rate change reduced predicted risk | Previous order count reduced predicted risk | Account age reduced predicted risk | Historical average order value reduced predicted risk | Previous Avg Discount reduced predicted risk
O15469,0.322411,32.24,Historical product return rate increased predicted risk | Recent vs previous return behaviour increased predicted risk | Product price increased predicted risk | Order value vs customer average increased predicted risk | Recent purchase frequency increased predicted risk,Account age reduced predicted risk | 5-order value change reduced predicted risk | 5-order return-rate change reduced predicted risk | Order value reduced predicted risk | Discount percentage reduced predicted risk
O04025,0.047095,4.71,5-order value change increased predicted risk | Days since previous order increased predicted risk | Recent average order value increased predicted risk | Recent vs previous return behaviour increased predicted risk | Category switching behaviour increased predicted risk,Historical product return rate reduced predicted risk | Recent average order value reduced predicted risk | Previous average order value reduced predicted risk | Order value reduced predicted risk | Account age reduced predicted risk
O06991,0.087336,8.73,Discount percentage increased predicted risk | Discount behaviour change increased predicted risk | Order value increased predicted risk | Recent average order value increased predicted risk | Previous Avg Discount increased predicted risk,Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Historical product return rate reduced predicted risk | Product price reduced predicted risk | Previous order count reduced predicted risk
O00474,0.500421,50.04,Historical product return rate increased predicted risk | 5-order value change increased predicted risk | Discount percentage increased predicted risk | Size Variant increased predicted risk | Discount behaviour change increased predicted risk,Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Previous order count reduced predicted risk | Days since previous order reduced predicted risk | Recent average order value reduced predicted risk
O16783,0.161348,16.13,Recent average order value increased predicted risk | Product price increased predicted risk | Recent average order value increased predicted risk | Previous average order value increased predicted risk | Order value vs customer average increased predicted risk,5-order value change reduced predicted risk | Historical product return rate reduced predicted risk | 5-order return-rate change reduced predicted risk | Days since previous order reduced predicted risk | Recent order-value change reduced predicted risk
O04483,0.578847,57.88,Previous order count increased predicted risk | Historical product return rate increased predicted risk | Order value increased predicted risk | Days since previous order increased predicted risk | Recent average order value increased predicted risk,Product price reduced predicted risk | Order value vs customer average reduced predicted risk | Recent 3-order return rate reduced predicted risk | Previous average order value reduced predicted risk | Recent 5-order return rate reduced predicted risk
O17349,0.464837,46.48,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Recent average order value increased predicted risk | 5-order value change increased predicted risk | Orders Last 90 Days increased predicted risk,Order value vs customer average reduced predicted risk | Discount percentage reduced predicted risk | City tier reduced predicted risk | Account age reduced predicted risk | Recent average order value reduced predicted risk
O08818,0.199854,19.99,Historical product return rate increased predicted risk | Product price increased predicted risk | Order value vs customer average increased predicted risk | Category switching behaviour increased predicted risk | 5-order return-rate ratio increased predicted risk,Recent order-value change reduced predicted risk | Account age reduced predicted risk | Recent vs previous return behaviour reduced predicted risk | Previous order count reduced predicted risk | Discount percentage reduced predicted risk
O04208,0.453633,45.36,Historical product return rate increased predicted risk | Order value vs customer average increased predicted risk | Product price increased predicted risk | Discount percentage increased predicted risk | Account age increased predicted risk,Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | 5-order value change reduced predicted risk | Recent average order value reduced predicted risk | Size Variant reduced predicted risk
O16781,0.280841,28.08,Historical product return rate increased predicted risk | Days since previous order increased predicted risk | Order value increased predicted risk | Customer historical return rate increased predicted risk | Recent average order value increased predicted risk,5-order return-rate change reduced predicted risk | 5-order value change reduced predicted risk | Previous order count reduced predicted risk | Recent order-value change reduced predicted risk | Product price reduced predicted risk
O13263,0.084751,8.48,Discount percentage increased predicted risk | Recent average order value increased predicted risk | Product price increased predicted risk | Order value vs customer average increased predicted risk | Account age increased predicted risk,Days since previous order reduced predicted risk | Recent order-value change reduced predicted risk | Previous Avg Discount reduced predicted risk | Discount behaviour change reduced predicted risk | Previous average order value reduced predicted risk
O16311,0.345662,34.57,Historical product return rate increased predicted risk | Recent average order value increased predicted risk | Product price increased predicted risk | Order value increased predicted risk | 5-order value change increased predicted risk,Order value vs customer average reduced predicted risk | Recent order-value change reduced predicted risk | Days since previous order reduced predicted risk | Previous Avg Discount reduced predicted risk | Historical average order value reduced predicted risk
O11281,0.374979,37.5,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Order value vs customer average increased predicted risk | Previous average order value increased predicted risk | Days since previous order increased predicted risk,Recent order-value change reduced predicted risk | Recent average order value reduced predicted risk | Order value reduced predicted risk | 5-order value change reduced predicted risk | Orders Last 90 Days reduced predicted risk
O18694,0.156039,15.6,Previous order count increased predicted risk | Days since previous order increased predicted risk | Previous average order value increased predicted risk | Account age increased predicted risk | Order value increased predicted risk,Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Product price reduced predicted risk | Discount behaviour change reduced predicted risk
O16290,0.780498,78.05,Recent order-value change increased predicted risk | Historical product return rate increased predicted risk | Previous order count increased predicted risk | Days since previous order increased predicted risk | Recent average order value increased predicted risk,Account age reduced predicted risk | 5-order return-rate change reduced predicted risk | 5-order value change reduced predicted risk | Category switching behaviour reduced predicted risk | Orders Last 30 Days reduced predicted risk
O15534,0.283806,28.38,Historical average order value increased predicted risk | Discount behaviour change increased predicted risk | Days since previous order increased predicted risk | Order value vs customer average increased predicted risk | Recent purchase frequency increased predicted risk,Historical product return rate reduced predicted risk | Previous average order value reduced predicted risk | Product price reduced predicted risk | 5-order return-rate change reduced predicted risk | Returns Last 5 reduced predicted risk
O06433,0.266609,26.66,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Order value vs customer average increased predicted risk | 5-order return-rate change increased predicted risk | 3-order return-rate change increased predicted risk,Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Recent average order value reduced predicted risk | Days since previous order reduced predicted risk | Discount behaviour change reduced predicted risk
